instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windspeed_boxcox,weathersit_adjusted,weathersit_logit,hour,day_of_week,month_name,season_name,weather_category,temp_category,humidity_category,windspeed_category,user_type,rentals_per_user,day_type,is_weekend,comfort_index,peak_hour
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20586000000000002,801,4044,4845,-1.1585577375757623,0.99999,11.51291546492478,0,Tuesday,August,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.36207433333333333,0
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.13559300000000002,467,3107,3574,-1.3572567637247472,0.99999,11.51291546492478,0,Wednesday,August,Fall,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.31285799999999997,0
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19716,799,3777,4576,-1.1807419176385872,0.99999,11.51291546492478,0,Thursday,August,Fall,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.25178,0
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184706,1023,3843,4866,-1.2135178138093667,0.99999,11.51291546492478,0,Friday,August,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,1,0.2984313333333333,0
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22826000000000002,1521,2773,4294,-1.1038489956761095,0.99999,11.51291546492478,0,Saturday,August,Fall,Mist,Hot,High,Windy,Registered,1.0,Weekend,1,0.24446900000000002,0
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201497,1298,2487,3785,-1.169613015764152,0.99999,11.51291546492478,0,Sunday,August,Fall,Clear,Hot,High,Windy,Registered,1.0,Weekend,0,0.26269533333333334,0
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.19218500000000002,846,3480,4326,-1.1936855630550391,0.99999,11.51291546492478,0,Monday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.3269106666666666,0
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.15113100000000002,907,3695,4602,-1.3088974980224442,0.99999,11.51291546492478,0,Tuesday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.35115066666666667,0
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200268,884,3896,4780,-1.1727523447527581,0.99999,11.51291546492478,0,Wednesday,August,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.38074399999999997,0
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164806,812,3980,4792,-1.2686887436159167,0.99999,11.51291546492478,0,Thursday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.37631466666666663,0
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.12563100000000002,1051,3854,4905,-1.3899883267417636,0.99999,11.51291546492478,0,Friday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,1,0.389234,0
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211464,1504,2646,4150,-1.1445569328089555,0.99999,11.51291546492478,0,Saturday,August,Fall,Mist,Hot,High,Windy,Registered,1.0,Weekend,1,0.248262,0
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222643,1338,2482,3820,-1.1172618048570269,0.99999,11.51291546492478,0,Sunday,August,Fall,Mist,Hot,High,Windy,Registered,1.0,Weekend,0,0.21217466666666665,0
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208964,775,3563,4338,-1.1507757066485966,0.99999,11.51291546492478,0,Monday,August,Fall,Clear,Hot,High,Windy,Registered,1.0,Working Day,0,0.24826199999999998,0
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.23633900000000002,721,4004,4725,-1.0848911119833002,0.99999,11.51291546492478,0,Tuesday,August,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.295387,0
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143677,668,4026,4694,-1.3317148050272543,0.99999,11.51291546492478,0,Wednesday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.33474633333333337,0
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233218,639,3166,3805,-1.0921691631495354,0.99999,11.51291546492478,0,Thursday,August,Fall,Clear,Hot,High,Windy,Registered,1.0,Working Day,0,0.274622,0
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139318,797,3356,4153,-1.3453798860930855,0.99999,11.51291546492478,0,Friday,August,Fall,Mist,Hot,High,Breezy,Registered,1.0,Working Day,1,0.27425499999999997,0
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104477,1914,3277,5191,-1.4649202432993793,0.99999,11.51291546492478,0,Saturday,August,Fall,Clear,Hot,High,Breezy,Registered,1.0,Weekend,1,0.30628533333333335,0
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248764,1249,2624,3873,-1.0564600176404924,0.99999,11.51291546492478,0,Sunday,August,Fall,Clear,Hot,High,Windy,Registered,1.0,Weekend,0,0.23068966666666668,0
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27676,833,3925,4758,-0.9953052329856983,0.99999,11.51291546492478,0,Monday,August,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.314969,0
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.14677300000000001,1281,4614,5895,-1.3221556426136998,0.99999,11.51291546492478,0,Tuesday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.34621433333333335,0
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253118,949,4181,5130,-1.0466939871531653,0.99999,11.51291546492478,0,Wednesday,August,Fall,Clear,Hot,High,Windy,Registered,1.0,Working Day,0,0.27173833333333336,0
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210843,435,3107,3542,-1.1460976487104393,0.99999,11.51291546492478,0,Thursday,August,Fall,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.23388566666666666,0
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.08397249999999999,768,3893,4661,-1.546584449229694,0.99999,11.51291546492478,0,Friday,August,Fall,Clear,Hot,High,Calm,Registered,1.0,Working Day,1,0.2849258333333333,0
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375627,226,889,1115,-0.8043745304771664,0.99999,11.51291546492478,0,Saturday,August,Fall,Mist,Hot,High,Windy,Registered,1.0,Weekend,1,0.1514576666666667,0
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304669,1415,2919,4334,-0.9378419918371469,0.99999,11.51291546492478,0,Sunday,August,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Weekend,0,0.28020833333333334,0
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159835,729,3905,4634,-1.2830711258997138,0.99999,11.51291546492478,0,Monday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.30741633333333335,0
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.12501800000000002,775,4429,5204,-1.3920511874391146,0.99999,11.51291546492478,0,Tuesday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.32193866666666665,0
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833433,688,4370,5058,-1.5492658308698537,0.99999,11.51291546492478,0,Wednesday,August,Fall,Clear,Hot,Medium,Calm,Registered,1.0,Working Day,0,0.32513556666666665,0
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.14180600000000002,783,4332,5115,-1.3375501285096536,0.99999,11.51291546492478,0,Thursday,September,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.2913423333333333,0
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139939,875,3852,4727,-1.3434179923792986,0.99999,11.51291546492478,0,Friday,September,Fall,Mist,Hot,High,Breezy,Registered,1.0,Working Day,1,0.2587703333333333,0
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185335,1935,2549,4484,-1.2118320088230545,0.99999,11.51291546492478,0,Saturday,September,Fall,Clear,Hot,High,Breezy,Registered,1.0,Weekend,1,0.2557216666666666,0
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.20647700000000002,2521,2419,4940,-1.1570054266410512,0.99999,11.51291546492478,0,Sunday,September,Fall,Clear,Hot,High,Windy,Casual,1.0,Weekend,0,0.25353566666666666,0
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212706,1236,2115,3351,-1.1414834129750762,0.99999,11.51291546492478,0,Monday,September,Fall,Mist,Hot,High,Windy,Registered,1.0,Holiday,0,0.2234033333333333,0
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343953,204,2506,2710,-0.8619488932029915,0.99999,11.51291546492478,0,Tuesday,September,Fall,Light Rain,Mild,High,Windy,Registered,1.0,Working Day,0,0.10303000000000002,0
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970308,118,1878,1996,-1.4933917781666384,0.99999,11.51291546492478,0,Wednesday,September,Fall,Light Rain,Mild,High,Calm,Registered,1.0,Working Day,0,0.19501773333333336,0
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192758,153,1689,1842,-1.19218486720726,0.99999,11.51291546492478,0,Thursday,September,Fall,Light Rain,Hot,High,Breezy,Registered,1.0,Working Day,0,0.16719666666666666,0
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124389,417,3127,3544,-1.394174043802317,0.99999,11.51291546492478,0,Friday,September,Fall,Mist,Hot,High,Breezy,Registered,1.0,Working Day,1,0.20923133333333335,0
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153618,1750,3595,5345,-1.3014313456499558,0.99999,11.51291546492478,0,Saturday,September,Fall,Clear,Hot,High,Breezy,Registered,1.0,Weekend,1,0.25087733333333334,0
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115064,1633,3413,5046,-1.4264110862507746,0.99999,11.51291546492478,0,Sunday,September,Fall,Clear,Hot,High,Breezy,Registered,1.0,Weekend,0,0.27483966666666665,0
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088923,690,4023,4713,-1.5258854784338962,0.99999,11.51291546492478,0,Monday,September,Fall,Clear,Hot,High,Calm,Registered,1.0,Working Day,0,0.2877503333333334,0
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.14181400000000002,701,4062,4763,-1.3375250824374063,0.99999,11.51291546492478,0,Tuesday,September,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.26550633333333334,0
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.16731000000000001,647,4138,4785,-1.2615399470432078,0.99999,11.51291546492478,0,Wednesday,September,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.26964666666666665,0
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271156,428,3231,3659,-1.0072467926229096,0.99999,11.51291546492478,0,Thursday,September,Fall,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.199059,0
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164193,742,4018,4760,-1.2704484828271652,0.99999,11.51291546492478,0,Friday,September,Fall,Mist,Mild,Medium,Breezy,Registered,1.0,Working Day,1,0.23818566666666666,0
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.18968500000000002,1434,3077,4511,-1.2002638776554384,0.99999,11.51291546492478,0,Saturday,September,Fall,Mist,Mild,High,Breezy,Registered,1.0,Weekend,1,0.1945496666666667,0
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178493,1353,2921,4274,-1.2303528188361101,0.99999,11.51291546492478,0,Sunday,September,Fall,Clear,Mild,High,Breezy,Registered,1.0,Weekend,0,0.21133566666666667,0
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151752,691,3848,4539,-1.3070265272020611,0.99999,11.51291546492478,0,Monday,September,Fall,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.23580500000000001,0
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134964,438,3203,3641,-1.359281021408109,0.99999,11.51291546492478,0,Tuesday,September,Fall,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.18181766666666668,0
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.09641419999999999,539,3813,4352,-1.4958058537213805,0.99999,11.51291546492478,0,Wednesday,September,Fall,Mist,Mild,High,Calm,Registered,1.0,Working Day,0,0.19952859999999997,0
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128135,555,4240,4795,-1.3816224064953984,0.99999,11.51291546492478,0,Thursday,September,Fall,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.1993716666666667,0
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783767,258,2137,2395,-1.5708593400750397,0.99999,11.51291546492478,0,Friday,September,Winter,Mist,Hot,High,Calm,Registered,1.0,Working Day,1,0.18609676666666666,0
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783933,1776,3647,5423,-1.5707858553139658,0.99999,11.51291546492478,0,Saturday,September,Winter,Mist,Hot,High,Calm,Registered,1.0,Weekend,1,0.22192456666666663,0
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503892,1544,3466,5010,-1.710886626260768,0.99999,11.51291546492478,0,Sunday,September,Winter,Mist,Hot,High,Calm,Registered,1.0,Weekend,0,0.24625926666666667,0
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.11071,684,3946,4630,-1.4419866766280263,0.99999,11.51291546492478,0,Monday,September,Winter,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.23004133333333335,0
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118181,477,3643,4120,-1.4154710440541092,0.99999,11.51291546492478,0,Tuesday,September,Winter,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.211023,0
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.14863900000000002,480,3427,3907,-1.316451017526652,0.99999,11.51291546492478,0,Wednesday,September,Winter,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.212537,0
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.17289300000000002,653,4186,4839,-1.2458227313232273,0.99999,11.51291546492478,0,Thursday,September,Winter,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.24820233333333333,0
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206485,830,4372,5202,-1.1569853172438251,0.99999,11.51291546492478,0,Friday,September,Winter,Clear,Mild,High,Windy,Registered,1.0,Working Day,1,0.23672733333333332,0
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292306,480,1949,2429,-0.9629001002753071,0.99999,11.51291546492478,0,Saturday,October,Winter,Mist,Mild,High,Windy,Registered,1.0,Weekend,1,0.12131466666666667,0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222023,616,2302,2918,-1.118754362918399,0.99999,11.51291546492478,0,Sunday,October,Winter,Mist,Mild,High,Windy,Registered,1.0,Weekend,0,0.11432566666666667,0
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833558,330,3240,3570,-1.5492124462678263,0.99999,11.51291546492478,0,Monday,October,Winter,Mist,Mild,High,Calm,Registered,1.0,Working Day,0,0.17999273333333332,0
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.20586400000000002,486,3970,4456,-1.158547665223227,0.99999,11.51291546492478,0,Tuesday,October,Winter,Clear,Mild,High,Windy,Registered,1.0,Working Day,0,0.18943433333333334,0
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17726,559,4267,4826,-1.2337343429539434,0.99999,11.51291546492478,0,Wednesday,October,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.23771866666666666,0
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134964,639,4126,4765,-1.359281021408109,0.99999,11.51291546492478,0,Thursday,October,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.24612333333333336,0
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0224017,949,4036,4985,-1.9096122447284765,0.99999,11.51291546492478,0,Friday,October,Winter,Clear,Mild,High,Calm,Registered,1.0,Working Day,1,0.2680881,0
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454142,2235,3174,5409,-1.740265314587333,0.99999,11.51291546492478,0,Saturday,October,Winter,Clear,Mild,High,Calm,Registered,1.0,Weekend,1,0.25833426666666665,0
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06346,2397,3114,5511,-1.6409899896591345,0.99999,11.51291546492478,0,Sunday,October,Winter,Clear,Mild,High,Calm,Registered,1.0,Weekend,0,0.24995766666666666,0
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423142,1514,3603,5117,-1.7595337977859244,0.99999,11.51291546492478,0,Monday,October,Winter,Clear,Mild,High,Calm,Registered,1.0,Holiday,0,0.26492293333333333,0
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143052,667,3896,4563,-1.3336591060202083,0.99999,11.51291546492478,0,Tuesday,October,Winter,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.20495500000000003,0
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24816000000000002,217,2199,2416,-1.0578226569096898,0.99999,11.51291546492478,0,Wednesday,October,Winter,Light Rain,Mild,High,Windy,Registered,1.0,Working Day,0,0.12964099999999998,0
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141797,290,2623,2913,-1.3375783063277886,0.99999,11.51291546492478,0,Thursday,October,Winter,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.18356766666666668,0
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223893,529,3115,3644,-1.114259982058282,0.99999,11.51291546492478,0,Friday,October,Winter,Mist,Mild,High,Windy,Registered,1.0,Working Day,1,0.20356333333333332,0
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258093,1899,3318,5217,-1.0356544580078315,0.99999,11.51291546492478,0,Saturday,October,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Weekend,1,0.2550803333333333,0
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281727,1748,3293,5041,-0.9848386168014359,0.99999,11.51291546492478,0,Sunday,October,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Weekend,0,0.24775766666666663,0
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.17538900000000002,713,3857,4570,-1.2388919475132272,0.99999,11.51291546492478,0,Monday,October,Winter,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.25973166666666664,0
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110097,637,4111,4748,-1.4442081291947184,0.99999,11.51291546492478,0,Tuesday,October,Winter,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.2402453333333333,0
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243349,254,2170,2424,-1.068746261838804,0.99999,11.51291546492478,0,Wednesday,October,Winter,Light Rain,Mild,High,Windy,Registered,1.0,Working Day,0,0.13439099999999995,0
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422285,471,3724,4195,-0.7245141696748736,0.99999,11.51291546492478,0,Thursday,October,Winter,Clear,Mild,High,Windy,Registered,1.0,Working Day,0,0.13909933333333332,0
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.22140600000000002,676,3628,4304,-1.120242118545188,0.99999,11.51291546492478,0,Friday,October,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,1,0.21064233333333335,0
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926767,1499,2809,4308,-1.5106355019600115,0.99999,11.51291546492478,0,Saturday,October,Winter,Clear,Mild,High,Calm,Registered,1.0,Weekend,1,0.2335521,0
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995225,1619,2762,4381,-1.4837266362909884,0.99999,11.51291546492478,0,Sunday,October,Winter,Clear,Mild,High,Calm,Registered,1.0,Weekend,0,0.19363150000000004,0
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.11880199999999999,699,3488,4187,-1.4133116701442405,0.99999,11.51291546492478,0,Monday,October,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.190816,0
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166668,695,3992,4687,-1.2633668327927028,0.99999,11.51291546492478,0,Tuesday,October,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.22736066666666663,0
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148652,404,3490,3894,-1.316411421899348,0.99999,11.51291546492478,0,Wednesday,October,Winter,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.20503266666666667,0
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197773,240,2419,2659,-1.179160315850922,0.99999,11.51291546492478,0,Thursday,October,Winter,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.15310333333333334,0
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229489,456,3291,3747,-1.1009400639431655,0.99999,11.51291546492478,0,Friday,October,Winter,Mist,Mild,Medium,Windy,Registered,1.0,Working Day,1,0.17183699999999993,0
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351381,57,570,627,-0.8481776427546958,0.99999,11.51291546492478,0,Saturday,October,Winter,Light Rain,Cold,High,Windy,Registered,1.0,Weekend,1,0.0067620000000000085,0
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176627,885,2446,3331,-1.2354756968001195,0.99999,11.51291546492478,0,Sunday,October,Winter,Clear,Mild,High,Breezy,Registered,1.0,Weekend,0,0.17293,0
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10636,362,3307,3669,-1.4579096286319104,0.99999,11.51291546492478,0,Monday,October,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.17676900000000004,0
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135581,410,3658,4068,-1.3572953309160787,0.99999,11.51291546492478,0,Tuesday,November,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.19383400000000003,0
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0821017,370,3816,4186,-1.5545919112666573,0.99999,11.51291546492478,0,Wednesday,November,Winter,Clear,Mild,High,Calm,Registered,1.0,Working Day,0,0.1922161,0
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136827,318,3656,3974,-1.3533013673367458,0.99999,11.51291546492478,0,Thursday,November,Winter,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.18980766666666668,0
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271789,470,3576,4046,-1.0058907528635168,0.99999,11.51291546492478,0,Friday,November,Winter,Mist,Mild,High,Windy,Registered,1.0,Working Day,1,0.16968133333333327,0
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.18907200000000002,1156,2770,3926,-1.2018846032387684,0.99999,11.51291546492478,0,Saturday,November,Winter,Clear,Mild,Medium,Breezy,Registered,1.0,Weekend,1,0.20614266666666667,0
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920642,952,2697,3649,-1.5130989083102486,0.99999,11.51291546492478,0,Sunday,November,Winter,Clear,Mild,High,Calm,Registered,1.0,Weekend,0,0.17389526666666666,0
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057235,373,3662,4035,-1.67310935812083,0.99999,11.51291546492478,0,Monday,November,Winter,Clear,Mild,High,Calm,Registered,1.0,Working Day,0,0.19300499999999998,0
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690475,376,3829,4205,-1.6136944109029734,0.99999,11.51291546492478,0,Tuesday,November,Winter,Clear,Mild,High,Calm,Registered,1.0,Working Day,0,0.20587283333333337,0
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.062205800000000006,305,3804,4109,-1.6473080148457409,0.99999,11.51291546492478,0,Wednesday,November,Winter,Clear,Mild,High,Calm,Registered,1.0,Working Day,0,0.19315373333333333,0
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.18907700000000002,190,2743,2933,-1.2018713712078122,0.99999,11.51291546492478,0,Thursday,November,Winter,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.12586333333333333,0
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314685,440,2928,3368,-0.9179733164439938,0.99999,11.51291546492478,0,Friday,November,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Holiday,1,0.187744,0
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212072,1275,2792,4067,-1.1430510293424483,0.99999,11.51291546492478,0,Saturday,November,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Weekend,1,0.19722599999999998,0
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281731,1004,2713,3717,-0.9848302315092716,0.99999,11.51291546492478,0,Sunday,November,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Weekend,0,0.23358966666666667,0
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306606,595,3891,4486,-0.9339701360366572,0.99999,11.51291546492478,0,Monday,November,Winter,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.2121036666666667,0
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.19964300000000001,449,3746,4195,-1.1743531488793102,0.99999,11.51291546492478,0,Tuesday,November,Winter,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.213869,0
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.13683900000000002,145,1672,1817,-1.3532630057339121,0.99999,11.51291546492478,0,Wednesday,November,Winter,Light Rain,Mild,High,Breezy,Registered,1.0,Working Day,0,0.12994266666666662,0
